rank,call_freq,name,type,layer,nelisp_coverage
1307,1,comp--release-ctxt,fn,runtime,MISSING
1308,1,composition-get-gstring,fn,runtime,MISSING
1309,1,compose-region-internal,fn,substrate/ui,MISSING
1310,1,comp--install-trampoline,fn,runtime,MISSING
1311,1,comp--init-ctxt,fn,runtime,MISSING
1312,1,comp--compile-ctxt-to-file0,fn,runtime,MISSING
1313,1,command-error-default-function,fn,substrate/ui,MISSING
1314,1,combine-after-change-execute,fn,runtime,MISSING
1315,1,color-values-from-color-spec,fn,runtime,MISSING
1316,1,color-supported-p,fn,runtime,MISSING
1317,1,color-distance,fn,runtime,MISSING
1318,1,clear-composition-cache,fn,runtime,MISSING
1319,1,clear-charset-maps,fn,runtime,MISSING
1320,1,cl--copy-slot-descriptor-1,fn,runtime,MISSING
1321,1,cl--block-throw,fn,runtime,MISSING
1322,1,char-resolve-modifiers,fn,runtime,MISSING
1323,1,ccl-program-p,fn,runtime,MISSING
1324,1,ccl-execute-on-string,fn,runtime,MISSING
1325,1,ccl-execute,fn,runtime,MISSING
1326,1,category-docstring,fn,substrate/ui,MISSING
1327,1,case-table-p,fn,runtime,MISSING
1328,1,buffer-last-name,fn,substrate/ui,MISSING
1329,1,bool-vector-not,fn,runtime,MISSING
1330,1,bool-vector-intersection,fn,runtime,MISSING
1331,1,bool-vector-count-population,fn,runtime,MISSING
1332,1,bool-vector-count-consecutive,fn,runtime,MISSING
1333,1,backtrace--locals,fn,runtime,MISSING
1334,1,backtrace--frames-from-thread,fn,substrate/ui,MISSING
1335,1,backtrace-frame--internal,fn,substrate/ui,MISSING
1336,1,all-threads,fn,runtime,MISSING
1337,1,accessible-keymaps,fn,substrate/ui,MISSING
1338,1,abbrev-put,fn,runtime,MISSING
1339,0,x-wm-set-size-hint,fn,runtime,MISSING
1340,0,x-window-property-attributes,fn,substrate/ui,MISSING
1341,0,x-synchronize,fn,runtime,MISSING
1342,0,x-server-max-request-size,fn,runtime,MISSING
1343,0,x-server-input-extension-version,fn,runtime,MISSING
1344,0,x-print-frames-dialog,fn,substrate/ui,MISSING
1345,0,x-page-setup-dialog,fn,runtime,MISSING
1346,0,xmltok-unicode-to-char,fn,runtime,MISSING
1347,0,x-menu-bar-open-internal,fn,runtime,MISSING
1348,0,x-gtk-debug,fn,runtime,MISSING
1349,0,x-get-page-setup,fn,runtime,MISSING
1350,0,x-family-fonts,fn,runtime,MISSING
1351,0,x-export-frames,fn,substrate/ui,MISSING
1352,0,x-double-buffered-p,fn,substrate/ui,MISSING
1353,0,window-pixel-width-before-size-change,fn,substrate/ui,MISSING
1354,0,window-pixel-height-before-size-change,fn,substrate/ui,MISSING
1355,0,window-old-point,fn,substrate/ui,MISSING
1356,0,window-old-body-pixel-width,fn,substrate/ui,MISSING
1357,0,window-old-body-pixel-height,fn,substrate/ui,MISSING
1358,0,window-cursor-type,fn,substrate/ui,MISSING
1359,0,widget-plist-member,fn,substrate/ui,MISSING
1360,0,widget-beginning-of-line,fn,substrate/ui,MISSING
1361,0,vector-or-char-table-p,fn,runtime,MISSING
1362,0,value<,fn,runtime,MISSING
1363,0,user-ptrp,fn,runtime,MISSING
1364,0,user-original-login-name,fn,runtime,MISSING
1365,0,tty-suppress-bold-inverse-default-colors,fn,runtime,MISSING
1366,0,tty--set-output-buffer-size,fn,substrate/ui,MISSING
1367,0,tty--output-buffer-size,fn,substrate/ui,MISSING
1368,0,treesit-parser-tag,fn,substrate/ui,MISSING
1369,0,treesit-library-abi-version,fn,substrate/ui,MISSING
1370,0,treesit-language-abi-version,fn,substrate/ui,MISSING
1371,0,tramp-compat-directory-files-and-attributes,fn,runtime,MISSING
1372,0,tool-bar-lines-needed,fn,runtime,MISSING
1373,0,tool-bar-get-system-style,fn,runtime,MISSING
1374,0,thread-yield,fn,runtime,MISSING
1375,0,threadp,fn,runtime,MISSING
1376,0,thread-last-error,fn,runtime,MISSING
1377,0,thread-join,fn,runtime,MISSING
1378,0,text-char-description,fn,runtime,MISSING
1379,0,terminal-parameters,fn,runtime,MISSING
1380,0,syntax-class-to-char,fn,substrate/ui,MISSING
1381,0,sxhash-equal-including-properties,fn,substrate/ui,MISSING
1382,0,subtract-time,fn,runtime,MISSING
1383,0,subr-native-elisp-p,fn,runtime,MISSING
1384,0,string-reverse,fn,runtime,MISSING
1385,0,string-collate-equalp,fn,runtime,MISSING
1386,0,store-kbd-macro-event,fn,substrate/ui,MISSING
1387,0,sqlite-version,fn,runtime,MISSING
1388,0,sqlite-load-extension,fn,runtime,MISSING
1389,0,sqlite-execute-batch,fn,runtime,MISSING
1390,0,smie--funcall,fn,runtime,MISSING
1391,0,set-window-cursor-type,fn,substrate/ui,MISSING
1392,0,set-quit-char,fn,runtime,MISSING
1393,0,set-process-thread,fn,substrate/ui,MISSING
1394,0,set-process-datagram-address,fn,substrate/ui,MISSING
1395,0,set-output-flow-control,fn,runtime,MISSING
1396,0,set-input-interrupt-mode,fn,runtime,MISSING
1397,0,set-fringe-bitmap-face,fn,substrate/ui,MISSING
1398,0,set-frame-window-state-change,fn,substrate/ui,MISSING
1399,0,set-buffer-redisplay,fn,substrate/ui,MISSING
1400,0,set-binary-mode,fn,runtime,MISSING
1401,0,send-region,fn,substrate/ui,MISSING
1402,0,savehist-trim-history,fn,runtime,MISSING
1403,0,run-window-configuration-change-hook,fn,substrate/ui,MISSING
1404,0,register-code-conversion-map,fn,runtime,MISSING
1405,0,reftex-window-height,fn,substrate/ui,MISSING
1406,0,reftex-overlay-put,fn,substrate/ui,MISSING
1407,0,reftex-move-overlay,fn,substrate/ui,MISSING
1408,0,reftex-make-overlay,fn,substrate/ui,MISSING
1409,0,reftex-delete-overlay,fn,substrate/ui,MISSING
1410,0,redirect-debugging-output,fn,runtime,MISSING
1411,0,read-non-nil-coding-system,fn,substrate/ui,MISSING
1412,0,process-running-child-p,fn,substrate/ui,MISSING
1413,0,process-datagram-address,fn,substrate/ui,MISSING
1414,0,posix-search-forward,fn,substrate/ui,MISSING
1415,0,posix-search-backward,fn,substrate/ui,MISSING
1416,0,posix-looking-at,fn,substrate/ui,MISSING
1417,0,pcomplete-read-event,fn,substrate/ui,MISSING
1418,0,pcomplete-match-end,fn,substrate/ui,MISSING
1419,0,pcomplete-match-beginning,fn,substrate/ui,MISSING
1420,0,pcomplete-event-matches-key-specifier-p,fn,substrate/ui,MISSING
1421,0,org-without-partial-completion,special,runtime,MISSING
1422,0,org-time-subtract,fn,runtime,MISSING
1423,0,org-time-less-p,fn,runtime,MISSING
1424,0,org-time-add,fn,runtime,MISSING
1425,0,org-string-collate-lessp,fn,runtime,MISSING
1426,0,org-propertize,fn,substrate/ui,MISSING
1427,0,org-indent-to-column,fn,substrate/ui,MISSING
1428,0,org-icompleting-read,fn,substrate/ui,MISSING
1429,0,org-get-indentation,fn,substrate/ui,MISSING
1430,0,org-format-time-string,fn,runtime,MISSING
1431,0,org-float-time,fn,runtime,MISSING
1432,0,org-detach-overlay,fn,substrate/ui,MISSING
1433,0,org-defvaralias,fn,runtime,MISSING
1434,0,org-decode-time,fn,runtime,MISSING
1435,0,org-completing-read-no-i,fn,substrate/ui,MISSING
1436,0,org-char-to-string,fn,runtime,MISSING
1437,0,org-babel-edit-distance,fn,runtime,MISSING
1438,0,open-termscript,fn,runtime,MISSING
1439,0,open-dribble-file,fn,runtime,MISSING
1440,0,old-selected-frame,fn,substrate/ui,MISSING
1441,0,newline-cache-check,fn,runtime,MISSING
1442,0,network-interface-info,fn,substrate/ui,MISSING
1443,0,mutexp,fn,runtime,MISSING
1444,0,mutex-name,fn,runtime,MISSING
1445,0,module-load,fn,runtime,MISSING
1446,0,message-or-box,fn,runtime,MISSING
1447,0,malloc-trim,fn,runtime,MISSING
1448,0,malloc-info,fn,runtime,MISSING
1449,0,make-thread,fn,runtime,MISSING
1450,0,make-mutex,fn,runtime,MISSING
1451,0,make-condition-variable,fn,runtime,MISSING
1452,0,lower-frame,fn,substrate/ui,MISSING
1453,0,lookup-image-map,fn,runtime,MISSING
1454,0,lcms-xyz->jch,fn,runtime,MISSING
1455,0,lcms-temp->white-point,fn,substrate/ui,MISSING
1456,0,lcms-jch->xyz,fn,runtime,MISSING
1457,0,lcms-jch->jab,fn,runtime,MISSING
1458,0,lcms-jab->jch,fn,runtime,MISSING
1459,0,lcms-cie-de2000,fn,runtime,MISSING
1460,0,lcms-cam02-ucs,fn,runtime,MISSING
1461,0,lcms2-available-p,fn,runtime,MISSING
1462,0,kmacro-exec-ring-item,fn,runtime,MISSING
1463,0,json-insert,fn,substrate/ui,MISSING
1464,0,iso-charset,fn,runtime,MISSING
1465,0,internal-stack-stats,fn,runtime,MISSING
1466,0,internal--set-buffer-modified-tick,fn,substrate/ui,MISSING
1467,0,internal--obarray-buckets,fn,runtime,MISSING
1468,0,internal--hash-table-index-size,fn,runtime,MISSING
1469,0,internal--hash-table-histogram,fn,runtime,MISSING
1470,0,internal--hash-table-buckets,fn,runtime,MISSING
1471,0,internal-default-signal-process,fn,runtime,MISSING
1472,0,internal-default-process-sentinel,fn,substrate/ui,MISSING
1473,0,internal-default-process-filter,fn,substrate/ui,MISSING
1474,0,internal-default-interrupt-process,fn,runtime,MISSING
1475,0,inotify-valid-p,fn,runtime,MISSING
1476,0,inotify-rm-watch,fn,runtime,MISSING
1477,0,image-refresh,fn,runtime,MISSING
1478,0,ht-p,fn,runtime,MISSING
1479,0,ht?,fn,runtime,MISSING
1480,0,ht-each,fn,runtime,MISSING
1481,0,hash-table-rehash-threshold,fn,runtime,MISSING
1482,0,hash-table-rehash-size,fn,runtime,MISSING
1483,0,handle-save-session,fn,runtime,MISSING
1484,0,group-real-gid,fn,runtime,MISSING
1485,0,gnutls-peer-status-warning-describe,fn,runtime,MISSING
1486,0,gnutls-macs,fn,runtime,MISSING
1487,0,gnutls-hash-mac,fn,runtime,MISSING
1488,0,gnutls-hash-digest,fn,runtime,MISSING
1489,0,gnutls-get-initstage,fn,runtime,MISSING
1490,0,gnutls-error-fatalp,fn,runtime,MISSING
1491,0,gnutls-digests,fn,runtime,MISSING
1492,0,gnutls-deinit,fn,runtime,MISSING
1493,0,gnutls-bye,fn,runtime,MISSING
1494,0,gnutls-asynchronous-parameters,fn,runtime,MISSING
1495,0,gnus-correct-length,fn,runtime,MISSING
1496,0,gmm-format-time-string,fn,runtime,MISSING
1497,0,get-unused-iso-final-char,fn,runtime,MISSING
1498,0,get-unused-category,fn,substrate/ui,MISSING
1499,0,get-internal-run-time,fn,runtime,MISSING
1500,0,get-display-property,fn,substrate/ui,MISSING
1501,0,garbage-collect-maybe,fn,runtime,MISSING
1502,0,gap-position,fn,runtime,MISSING
1503,0,f-writable-p,fn,runtime,MISSING
1504,0,f-writable?,fn,runtime,MISSING
1505,0,f-readable-p,fn,runtime,MISSING
1506,0,f-readable?,fn,runtime,MISSING
1507,0,frame-window-state-change,fn,substrate/ui,MISSING
1508,0,frame-scale-factor,fn,substrate/ui,MISSING
1509,0,frame-old-selected-window,fn,substrate/ui,MISSING
1510,0,frame-font-cache,fn,substrate/ui,MISSING
1511,0,frame-focus,fn,substrate/ui,MISSING
1512,0,frame-child-frame-border-width,fn,substrate/ui,MISSING
1513,0,format-proper-list-p,fn,runtime,MISSING
1514,0,fontset-font,fn,runtime,MISSING
1515,0,font-get-system-normal-font,fn,runtime,MISSING
1516,0,>=,fn,runtime,source-unbootstrapped
1517,0,>,fn,runtime,source-unbootstrapped
1518,0,=,fn,runtime,source-unbootstrapped
1519,0,<=,fn,runtime,source-unbootstrapped
1520,0,<,fn,runtime,source-unbootstrapped
1521,0,/=,fn,runtime,source-unbootstrapped
1522,0,/,fn,runtime,source-unbootstrapped
1523,0,-,fn,runtime,source-unbootstrapped
1524,0,+,fn,runtime,source-unbootstrapped
1525,0,*,fn,runtime,source-unbootstrapped
1526,0,%,fn,runtime,MISSING
1527,0,flymake-display-warning,fn,substrate/ui,MISSING
1528,0,flush-standard-output,fn,runtime,MISSING
1529,0,-first-item,fn,runtime,MISSING
1530,0,file-attributes-lessp,fn,runtime,MISSING
1531,0,f-file-p,fn,runtime,MISSING
1532,0,f-file?,fn,runtime,MISSING
1533,0,f-exists-p,fn,runtime,MISSING
1534,0,f-exists?,fn,runtime,MISSING
1535,0,f-executable-p,fn,runtime,MISSING
1536,0,f-executable?,fn,runtime,MISSING
1537,0,f-dir-p,fn,runtime,MISSING
1538,0,f-dir?,fn,runtime,MISSING
1539,0,f-directory-p,fn,runtime,MISSING
1540,0,f-directory?,fn,runtime,MISSING
1541,0,f-absolute-p,fn,runtime,MISSING
1542,0,f-absolute?,fn,runtime,MISSING
1543,0,external-debugging-output,fn,runtime,MISSING
1544,0,evil-copy-range,fn,runtime,MISSING
1545,0,eshell-user-name,fn,runtime,MISSING
1546,0,eshell-redisplay,fn,substrate/ui,MISSING
1547,0,eshell-bol,fn,runtime,MISSING
1548,0,ert-equal-including-properties,fn,substrate/ui,MISSING
1549,0,encode-sjis-char,fn,runtime,MISSING
1550,0,encode-big5-char,fn,runtime,MISSING
1551,0,ediff-read-event,fn,substrate/ui,MISSING
1552,0,ediff-overlayp,fn,substrate/ui,MISSING
1553,0,ediff-overlay-get,fn,substrate/ui,MISSING
1554,0,ediff-overlay-buffer,fn,substrate/ui,MISSING
1555,0,ediff-make-overlay,fn,substrate/ui,MISSING
1556,0,ediff-frame-char-width,fn,substrate/ui,MISSING
1557,0,ediff-frame-char-height,fn,substrate/ui,MISSING
1558,0,ediff-event-key,fn,substrate/ui,MISSING
1559,0,ediff-delete-overlay,fn,substrate/ui,MISSING
1560,0,ediff-copy-list,fn,runtime,MISSING
1561,0,eat--t-copy-term,fn,runtime,MISSING
1562,0,eat--t-copy-face,fn,substrate/ui,MISSING
1563,0,eat--t-copy-disp,fn,runtime,MISSING
1564,0,eat--t-copy-cur,fn,runtime,MISSING
1565,0,dump-emacs-portable--sort-predicate,fn,runtime,MISSING
1566,0,dump-emacs-portable--sort-predicate-copied,fn,runtime,MISSING
1567,0,-drop,fn,runtime,MISSING
1568,0,dired-get-subdir-min,fn,runtime,MISSING
1569,0,destroy-fringe-bitmap,fn,runtime,MISSING
1570,0,delete-directory-internal,fn,runtime,MISSING
1571,0,define-coding-system-internal,fn,substrate/ui,MISSING
1572,0,define-charset-internal,fn,runtime,MISSING
1573,0,decode-sjis-char,fn,runtime,MISSING
1574,0,decode-big5-char,fn,runtime,MISSING
1575,0,declare-equiv-charset,fn,runtime,MISSING
1576,0,dbus-message-internal,fn,runtime,MISSING
1577,0,dash--length=,fn,runtime,MISSING
1578,0,current-cpu-time,fn,runtime,MISSING
1579,0,copy-xref-match-item,fn,substrate/ui,MISSING
1580,0,copy-xref-item,fn,runtime,MISSING
1581,0,copy-xref-file-location,fn,runtime,MISSING
1582,0,copy-xref-etags-location,fn,runtime,MISSING
1583,0,copy-xref-etags-apropos-location,fn,runtime,MISSING
1584,0,copy-xref-elisp-location,fn,runtime,MISSING
1585,0,copy-xref-buffer-location,fn,substrate/ui,MISSING
1586,0,copy-xref-bogus-location,fn,runtime,MISSING
1587,0,copy-which-key--pages,fn,runtime,MISSING
1588,0,copy-websocket-frame,fn,substrate/ui,MISSING
1589,0,copy-websocket,fn,runtime,MISSING
1590,0,copy-vulpea-parse-ctx,fn,runtime,MISSING
1591,0,copy-vulpea-note,fn,runtime,MISSING
1592,0,copy-vulpea-extractor,fn,runtime,MISSING
1593,0,copy-url-queue,fn,runtime,MISSING
1594,0,copy-undo-tree-register-data,fn,runtime,MISSING
1595,0,copy-treemacs-workspace,fn,runtime,MISSING
1596,0,copy-treemacs-theme,fn,runtime,MISSING
1597,0,copy-treemacs-scope-shelf,fn,runtime,MISSING
1598,0,copy-treemacs-project,fn,runtime,MISSING
1599,0,copy-treemacs-iter,fn,runtime,MISSING
1600,0,copy-treemacs-dom-node,fn,runtime,MISSING
1601,0,copy-track-changes--tracker,fn,runtime,MISSING
1602,0,copy-track-changes--state,fn,runtime,MISSING
1603,0,copy-tar-header,fn,runtime,MISSING
1604,0,copy-register-preview-info,fn,runtime,MISSING
1605,0,copy-prop-match,fn,runtime,MISSING
1606,0,copy-profiler-profile,fn,runtime,MISSING
1607,0,copy-profiler-calltree,fn,runtime,MISSING
1608,0,copy-plz-response,fn,runtime,MISSING
1609,0,copy-plz-queue,fn,runtime,MISSING
1610,0,copy-plz-queued-request,fn,runtime,MISSING
1611,0,copy-plz-error,fn,runtime,MISSING
1612,0,copy-package--bi-desc,fn,runtime,MISSING
1613,0,copy-org-element-deferred,fn,runtime,MISSING
1614,0,copy-nnimap,fn,runtime,MISSING
1615,0,copy-mm-uu-entry,fn,runtime,MISSING
1616,0,copy-mail-header,fn,runtime,MISSING
1617,0,copy-llm-tool-options,fn,runtime,MISSING
1618,0,copy-llm-tool,fn,runtime,MISSING
1619,0,copy-llm-standard-provider,fn,runtime,MISSING
1620,0,copy-llm-standard-full-provider,fn,runtime,MISSING
1621,0,copy-llm-standard-chat-provider,fn,runtime,MISSING
1622,0,copy-llm-provider-utils-tool-use,fn,runtime,MISSING
1623,0,copy-llm-ollama,fn,runtime,MISSING
1624,0,copy-llm-ollama-authed,fn,runtime,MISSING
1625,0,copy-llm-multipart,fn,runtime,MISSING
1626,0,copy-llm-model,fn,runtime,MISSING
1627,0,copy-llm-media,fn,runtime,MISSING
1628,0,copy-llm-chat-prompt-tool-result,fn,runtime,MISSING
1629,0,copy-llm-chat-prompt-interaction,fn,runtime,MISSING
1630,0,copy-llm-chat-prompt,fn,runtime,MISSING
1631,0,copy-lisp-indent-state,fn,substrate/ui,MISSING
1632,0,copy-js--pitem,fn,runtime,MISSING
1633,0,copy-gnus-info,fn,runtime,MISSING
1634,0,copy-gnus-data,fn,runtime,MISSING
1635,0,-copy,fn,runtime,MISSING
1636,0,copy-flymake--state,fn,runtime,MISSING
1637,0,copy-flymake--diag,fn,runtime,MISSING
1638,0,copy-flycheck-verification-result,fn,runtime,MISSING
1639,0,copy-flycheck-syntax-check,fn,substrate/ui,MISSING
1640,0,copy-flycheck-line-cache,fn,runtime,MISSING
1641,0,copy-flycheck-error,fn,runtime,MISSING
1642,0,copy-file-notify--watch,fn,runtime,MISSING
1643,0,copy-file-notify--rename,fn,runtime,MISSING
1644,0,copy-file-notify,fn,runtime,MISSING
1645,0,copy-ewoc--node,fn,runtime,MISSING
1646,0,copy-ewoc,fn,runtime,MISSING
1647,0,copy-evil-jumps-struct,fn,runtime,MISSING
1648,0,copy-eshell-generic-target,fn,runtime,MISSING
1649,0,copy-eshell-function-target,fn,runtime,MISSING
1650,0,copy-ert-test-skipped,fn,runtime,MISSING
1651,0,copy-ert-test-result-with-condition,fn,runtime,MISSING
1652,0,copy-ert-test-result,fn,runtime,MISSING
1653,0,copy-ert-test-quit,fn,runtime,MISSING
1654,0,copy-ert-test-passed,fn,runtime,MISSING
1655,0,copy-ert-test,fn,runtime,MISSING
1656,0,copy-ert-test-failed,fn,runtime,MISSING
1657,0,copy-ert--test-execution-info,fn,runtime,MISSING
1658,0,copy-ert-test-aborted-with-non-local-exit,fn,runtime,MISSING
1659,0,copy-ert--stats,fn,runtime,MISSING
1660,0,copy-ert--ewoc-entry,fn,runtime,MISSING
1661,0,copy-elfeed-ref,fn,runtime,MISSING
1662,0,copy-elfeed-feed,fn,runtime,MISSING
1663,0,copy-elfeed-entry,fn,runtime,MISSING
1664,0,copy-editorconfig-core-handle-section,fn,runtime,MISSING
1665,0,copy-editorconfig-core-handle,fn,runtime,MISSING
1666,0,copy-doom-modeline--hud-cache,fn,runtime,MISSING
1667,0,copy-debugger--buffer-state,fn,substrate/ui,MISSING
1668,0,copy-comp-nargs,fn,runtime,MISSING
1669,0,copy-comp-func-l,fn,runtime,MISSING
1670,0,copy-comp-func-d,fn,runtime,MISSING
1671,0,copy-comp-data-container,fn,runtime,MISSING
1672,0,copy-comp-ctxt,fn,runtime,MISSING
1673,0,copy-comp-cstr-f,fn,runtime,MISSING
1674,0,copy-comp-cstr-ctxt,fn,runtime,MISSING
1675,0,copy-comp-args,fn,runtime,MISSING
1676,0,copy-comp-args-base,fn,runtime,MISSING
1677,0,copy-cl--generic-method,fn,runtime,MISSING
1678,0,copy-cl--generic-generalizer,fn,runtime,MISSING
1679,0,copy-cl--generic,fn,runtime,MISSING
1680,0,copy-claude-code-ide-mcp-session,fn,runtime,MISSING
1681,0,copy-byte-to-native-top-level,fn,runtime,MISSING
1682,0,copy-byte-to-native-lambda,fn,runtime,MISSING
1683,0,copy-byte-to-native-func-def,fn,runtime,MISSING
1684,0,copy-bindat--type,fn,runtime,MISSING
1685,0,copy-backtrace-frame,fn,substrate/ui,MISSING
1686,0,copy-archive--file-summary,fn,runtime,MISSING
1687,0,copy-archive--file-desc,fn,runtime,MISSING
1688,0,copy-anvil-server-metrics,fn,runtime,MISSING
1689,0,copy-anvil-orchestrator-provider,fn,runtime,MISSING
1690,0,copy-anvil-future,fn,runtime,MISSING
1691,0,copy-anki-editor-note,fn,runtime,MISSING
1692,0,condition-wait,fn,runtime,MISSING
1693,0,condition-variable-p,fn,runtime,MISSING
1694,0,condition-notify,fn,runtime,MISSING
1695,0,condition-name,fn,runtime,MISSING
1696,0,condition-mutex,fn,runtime,MISSING
1697,0,-concat,fn,runtime,MISSING
1698,0,comp--subr-signature,fn,runtime,MISSING
1699,0,comp--register-subr,fn,runtime,MISSING
1700,0,comp--register-lambda,fn,runtime,MISSING
1701,0,composition-sort-rules,fn,runtime,MISSING
1702,0,comp-native-driver-options-effective-p,fn,runtime,MISSING
1703,0,comp-native-compiler-options-effective-p,fn,runtime,MISSING
1704,0,comp-libgccjit-version,fn,runtime,MISSING
1705,0,comp--late-register-subr,fn,runtime,MISSING
1706,0,compare-window-configurations,fn,substrate/ui,MISSING
1707,0,color-gray-p,fn,runtime,MISSING
1708,0,cl-svref,fn,runtime,MISSING
1709,0,cl-rest,fn,runtime,MISSING
1710,0,close-font,fn,runtime,MISSING
1711,0,cl-nth-value,fn,runtime,MISSING
1712,0,cl-multiple-value-call,fn,runtime,MISSING
1713,0,cl-floatp-safe,fn,runtime,MISSING
1714,0,clear-buffer-auto-save-failure,fn,substrate/ui,MISSING
1715,0,cl-copy-seq,fn,runtime,MISSING
1716,0,check-coding-systems-region,fn,substrate/ui,MISSING
1717,0,charset-priority-list,fn,runtime,MISSING
1718,0,charset-id-internal,fn,runtime,MISSING
1719,0,category-table-p,fn,substrate/ui,MISSING
1720,0,cancel-kbd-macro-events,fn,substrate/ui,MISSING
1721,0,bool-vector-union,fn,runtime,MISSING
1722,0,bool-vector-set-difference,fn,runtime,MISSING
1723,0,bool-vector-exclusive-or,fn,runtime,MISSING
1724,0,bitmap-spec-p,fn,runtime,MISSING
1725,0,bidi-resolved-levels,fn,runtime,MISSING
1726,0,base64url-encode-string,fn,runtime,MISSING
1727,0,base64url-encode-region,fn,substrate/ui,MISSING
1728,0,bare-symbol-p,fn,runtime,MISSING
1729,0,1-,fn,runtime,source-unbootstrapped
1730,0,1+,fn,runtime,source-unbootstrapped
